Year,Water_level
Jan-03,2.158
Feb-03,2.413
Mar-03,2.676
Apr-03,2.397
May-03,2.160
Jun-03,1.252
Jul-03,0.255
Aug-03,0.547
Sep-03,0.700
Oct-03,0.835
Nov-03,1.200
Dec-03,1.725
Jan-04,2.330
Feb-04,2.413
Mar-04,2.650
Apr-04,1.757
May-04,1.453
Jun-04,0.790
Jul-04,0.050
Aug-04,0.525
Sep-04,0.417
Oct-04,0.707
Nov-04,1.445
Dec-04,1.865
Jan-05,2.274
Feb-05,2.545
Mar-05,2.555
Apr-05,2.190
May-05,1.585
Jun-05,0.790
Jul-05,0.497
Aug-05,0.257
Sep-05,0.260
Oct-05,1.000
Nov-05,1.440
Dec-05,1.913
Jan-06,2.292
Feb-06,2.620
Mar-06,2.813
Apr-06,2.515
May-06,2.225
Jun-06,0.558
Jul-06,0.277
Aug-06,0.710
Sep-06,0.917
Oct-06,1.288
Nov-06,1.833
Dec-06,2.330
Jan-07,2.383
Feb-07,2.747
Mar-07,2.960
Apr-07,2.717
May-07,1.940
Jun-07,1.075
Jul-07,0.230
Aug-07,0.280
Sep-07,0.310
Oct-07,0.455
Nov-07,1.325
Dec-07,2.020
Jan-08,2.180
Feb-08,1.627
Mar-08,1.282
Apr-08,2.010
May-08,2.030
Jun-08,1.940
Jul-08,1.703
Aug-08,1.258
Sep-08,0.695
Oct-08,1.240
Nov-08,1.513
Dec-08,2.105
Jan-09,2.090
Feb-09,2.545
Mar-09,2.805
Apr-09,2.400
May-09,2.405
Jun-09,2.280
Jul-09,1.450
Aug-09,1.064
Sep-09,1.630
Oct-09,1.758
Nov-09,2.070
Dec-09,2.120
Jan-10,2.128
Feb-10,2.548
Mar-10,2.654
Apr-10,2.840
May-10,2.178
Jun-10,0.590
Jul-10,0.185
Aug-10,0.270
Sep-10,0.270
Oct-10,0.547
Nov-10,0.520
Dec-10,1.753
