Year,Water_level
4/1/1989,3.695
5/1/1989,3.385
6/1/1989,3.413
7/1/1989,3.715
8/1/1989,3.880
9/1/1989,3.545
10/1/1989,2.654
11/1/1989,2.225
12/1/1989,2.597
1/1/1990,3.318
2/1/1990,3.895
3/1/1990,4.168
4/1/1990,4.498
5/1/1990,4.820
6/1/1990,3.770
7/1/1990,3.490
8/1/1990,3.200
9/1/1990,3.440
10/1/1990,3.685
11/1/1990,4.030
12/1/1990,3.830
1/1/1991,3.785
2/1/1991,4.085
3/1/1991,4.320
4/1/1991,4.415
5/1/1991,3.450
6/1/1991,3.097
7/1/1991,3.323
8/1/1991,3.485
9/1/1991,3.730
10/1/1991,4.160
11/1/1991,4.500
12/1/1991,4.040
1/1/1992,3.213
2/1/1992,3.373
3/1/1992,3.748
4/1/1992,4.085
5/1/1992,4.385
6/1/1992,4.260
7/1/1992,3.668
8/1/1992,2.712
9/1/1992,2.400
10/1/1992,2.610
11/1/1992,2.535
12/1/1992,2.450
1/1/1993,2.825
2/1/1993,3.008
3/1/1993,3.050
4/1/1993,2.690
5/1/1993,3.075
6/1/1993,3.020
7/1/1993,2.485
8/1/1993,2.280
9/1/1993,2.228
10/1/1993,2.210
11/1/1993,2.270
12/1/1993,2.465
1/1/1994,2.416
2/1/1994,2.790
3/1/1994,3.038
4/1/1994,3.190
5/1/1994,3.332
6/1/1994,3.245
7/1/1994,2.935
8/1/1994,2.680
9/1/1994,2.570
10/1/1994,2.660
11/1/1994,2.500
12/1/1994,2.670
1/1/1995,2.986
2/1/1995,3.338
3/1/1995,4.050
4/1/1995,3.973
5/1/1995,3.493
6/1/1995,3.125
7/1/1995,1.990
8/1/1995,2.098
9/1/1995,2.213
10/1/1995,2.225
11/1/1995,2.240
12/1/1995,2.373
1/1/1996,2.463
2/1/1996,2.520
3/1/1996,2.790
4/1/1996,3.084
5/1/1996,3.118
6/1/1996,3.100
7/1/1996,3.030
8/1/1996,3.010
9/1/1996,2.567
10/1/1996,3.273
11/1/1996,3.210
12/1/1996,3.240
1/1/1997,3.290
2/1/1997,3.393
3/1/1997,3.508
4/1/1997,3.620
5/1/1997,3.530
6/1/1997,3.373
7/1/1997,3.035
8/1/1997,2.973
9/1/1997,2.927
10/1/1997,3.047
11/1/1997,3.100
12/1/1997,3.160
1/1/1998,3.283
2/1/1998,3.383
3/1/1998,4.168
4/1/1998,3.693
5/1/1998,3.828
6/1/1998,3.920
7/1/1998,3.635
8/1/1998,3.640
9/1/1998,3.980
10/1/1998,3.903
11/1/1998,3.535
12/1/1998,3.557
1/1/1999,3.588
2/1/1999,3.438
3/1/1999,3.323
4/1/1999,3.407
5/1/1999,3.250
6/1/1999,3.360
7/1/1999,3.033
8/1/1999,2.660
9/1/1999,2.438
10/1/1999,2.363
11/1/1999,2.750
12/1/1999,3.050
1/1/2000,3.535
2/1/2000,3.373
3/1/2000,3.273
4/1/2000,3.180
5/1/2000,3.235
6/1/2000,3.305
7/1/2000,3.310
8/1/2000,3.393
9/1/2000,2.438
10/1/2000,2.963
11/1/2000,2.777
12/1/2000,2.710
1/1/2001,2.644
2/1/2001,2.585
3/1/2001,2.635
4/1/2001,2.755
5/1/2001,2.835
6/1/2001,2.943
7/1/2001,2.940
8/1/2001,2.945
9/1/2001,3.015
10/1/2001,2.210
11/1/2001,3.020
12/1/2001,3.100
1/1/2002,3.258
2/1/2002,3.488
3/1/2002,3.655
4/1/2002,3.805
5/1/2002,3.928
6/1/2002,4.030
7/1/2002,4.037
8/1/2002,4.120
9/1/2002,4.440
10/1/2002,4.080
11/1/2002,4.463
12/1/2002,4.650
1/1/2003,4.023
2/1/2003,3.935
3/1/2003,3.806
4/1/2003,3.805
5/1/2003,3.530
6/1/2003,3.245
7/1/2003,2.955
8/1/2003,2.900
9/1/2003,2.800
10/1/2003,2.823
11/1/2003,2.980
12/1/2003,3.075
1/1/2004,3.023
2/1/2004,2.940
3/1/2004,2.847
4/1/2004,2.690
5/1/2004,2.550
6/1/2004,2.403
7/1/2004,2.320
8/1/2004,2.280
9/1/2004,2.260
10/1/2004,2.210
11/1/2004,2.285
12/1/2004,2.465
1/1/2005,2.258
2/1/2005,2.095
3/1/2005,2.125
4/1/2005,2.150
5/1/2005,2.050
6/1/2005,2.403
7/1/2005,1.868
8/1/2005,1.753
9/1/2005,1.810
10/1/2005,1.967
11/1/2005,2.210
12/1/2005,2.267
1/1/2006,2.402
2/1/2006,2.598
3/1/2006,2.880
4/1/2006,3.050
5/1/2006,2.917
6/1/2006,2.770
7/1/2006,2.320
8/1/2006,2.360
9/1/2006,2.400
10/1/2006,2.470
11/1/2006,2.595
12/1/2006,2.690
1/1/2007,2.840
2/1/2007,3.058
3/1/2007,3.135
4/1/2007,3.685
5/1/2007,3.530
6/1/2007,3.245
7/1/2007,2.955
8/1/2007,2.777
9/1/2007,2.890
10/1/2007,2.930
11/1/2007,2.790
12/1/2007,2.750
1/1/2008,3.242
2/1/2008,3.403
3/1/2008,3.658
4/1/2008,3.685
5/1/2008,3.530
6/1/2008,3.245
7/1/2008,2.955
8/1/2008,2.777
9/1/2008,2.567
10/1/2008,2.660
11/1/2008,2.790
12/1/2008,2.750
1/1/2009,2.520
2/1/2009,5.130
3/1/2009,4.168
4/1/2009,3.050
5/1/2009,4.820
6/1/2009,3.770
7/1/2009,3.135
8/1/2009,1.907
9/1/2009,3.440
10/1/2009,2.810
11/1/2009,4.010
12/1/2009,5.500
1/1/2010,3.242
2/1/2010,3.403
3/1/2010,3.658
4/1/2010,3.685
5/1/2010,3.530
6/1/2010,3.245
7/1/2010,2.955
8/1/2010,2.777
9/1/2010,2.567
10/1/2010,2.660
11/1/2010,2.790
12/1/2010,2.750
