Year,Water_level
1/1/1980,2.650
2/1/1980,3.735
3/1/1980,3.910
4/1/1980,3.967
5/1/1980,4.385
6/1/1980,4.195
7/1/1980,3.668
8/1/1980,2.923
9/1/1980,2.695
10/1/1980,2.230
11/1/1980,2.830
12/1/1980,3.230
1/1/1981,3.610
2/1/1981,3.777
3/1/1981,3.785
4/1/1981,3.790
5/1/1981,3.965
6/1/1981,3.245
7/1/1981,3.017
8/1/1981,2.730
9/1/1981,3.000
10/1/1981,3.130
11/1/1981,2.840
12/1/1981,2.750
1/1/1982,2.633
2/1/1982,2.505
3/1/1982,3.323
4/1/1982,2.820
5/1/1982,2.947
6/1/1982,3.183
7/1/1982,3.385
8/1/1982,3.545
9/1/1982,2.720
10/1/1982,2.363
11/1/1982,2.750
12/1/1982,3.497
1/1/1983,3.440
2/1/1983,3.085
3/1/1983,3.210
4/1/1983,3.100
5/1/1983,3.285
6/1/1983,3.683
7/1/1983,3.785
8/1/1983,2.877
9/1/1983,2.575
10/1/1983,2.428
11/1/1983,2.940
12/1/1983,3.050
1/1/1984,3.606
2/1/1984,3.960
3/1/1984,4.130
4/1/1984,4.160
5/1/1984,4.290
6/1/1984,4.260
7/1/1984,4.313
8/1/1984,4.115
9/1/1984,4.440
10/1/1984,4.370
11/1/1984,4.463
12/1/1984,4.650
1/1/1985,4.738
2/1/1985,4.970
3/1/1985,5.155
4/1/1985,5.410
5/1/1985,5.720
6/1/1985,6.125
7/1/1985,6.030
8/1/1985,5.357
9/1/1985,5.083
10/1/1985,4.370
11/1/1985,3.400
12/1/1985,2.834
1/1/1986,2.565
2/1/1986,2.438
3/1/1986,2.780
4/1/1986,2.785
5/1/1986,2.825
6/1/1986,3.022
7/1/1986,3.255
8/1/1986,3.390
9/1/1986,3.160
10/1/1986,2.363
11/1/1986,3.100
12/1/1986,3.050
1/1/1987,3.117
2/1/1987,3.075
3/1/1987,3.565
4/1/1987,3.280
5/1/1987,3.827
6/1/1987,4.310
7/1/1987,4.540
8/1/1987,4.914
9/1/1987,5.073
10/1/1987,5.035
11/1/1987,4.875
12/1/1987,5.255
1/1/1988,5.493
2/1/1988,5.655
3/1/1988,5.763
4/1/1988,4.888
5/1/1988,4.478
6/1/1988,3.835
7/1/1988,3.535
8/1/1988,3.140
9/1/1988,3.947
10/1/1988,3.703
11/1/1988,3.200
12/1/1988,4.035
1/1/1989,4.068
2/1/1989,4.397
3/1/1989,3.948
