Year,Water_level
Jun-84,2.260
Jul-84,1.880
Aug-84,2.348
Sep-84,2.870
Oct-84,3.452
Nov-84,4.225
Dec-84,4.600
Jan-85,5.163
Feb-85,5.435
Mar-85,4.830
Apr-85,2.788
May-85,3.437
Jun-85,2.053
Jul-85,2.070
Aug-85,2.433
Sep-85,2.734
Oct-85,3.533
Nov-85,4.205
Dec-85,4.755
Jan-86,5.453
Feb-86,5.893
Mar-86,6.370
Apr-86,4.590
May-86,2.880
Jun-86,2.852
Jul-86,2.330
Aug-86,2.473
Sep-86,3.000
Oct-86,3.043
Nov-86,3.835
Dec-86,4.420
Jan-87,5.137
Feb-87,5.603
Mar-87,5.810
Apr-87,3.010
May-87,2.718
Jun-87,2.275
Jul-87,2.215
Aug-87,2.390
Sep-87,2.530
Oct-87,3.347
Nov-87,4.052
Dec-87,4.788
Jan-88,5.203
Feb-88,5.738
Mar-88,6.013
Apr-88,5.088
May-88,2.988
Jun-88,2.443
Jul-88,2.243
Aug-88,2.315
Sep-88,2.153
Oct-88,3.044
Nov-88,4.200
Dec-88,4.110
Jan-89,4.838
Feb-89,5.185
Mar-89,5.410
Apr-89,4.310
May-89,2.392
Jun-89,2.083
Jul-89,2.005
Aug-89,2.233
Sep-89,1.903
Oct-89,2.700
Nov-89,3.893
Dec-89,4.803
Jan-90,5.358
Feb-90,5.680
Mar-90,5.785
Apr-90,3.922
May-90,2.443
Jun-90,2.290
Jul-90,2.548
Aug-90,2.610
Sep-90,2.250
Oct-90,2.730
Nov-90,2.730
Dec-90,3.143
Jan-91,3.595
Feb-91,5.118
Mar-91,5.998
Apr-91,4.668
May-91,2.258
Jun-91,2.037
Jul-91,2.592
Aug-91,2.475
Sep-91,2.410
Oct-91,2.903
Nov-91,4.090
Dec-91,5.006
Jan-92,5.215
Feb-92,5.553
Mar-92,4.513
Apr-92,2.903
May-92,2.650
Jun-92,1.778
Jul-92,3.607
Aug-92,3.755
Sep-92,3.690
Oct-92,3.995
Nov-92,4.180
Dec-92,4.405
Jan-93,4.477
Feb-93,4.475
Mar-93,4.362
Apr-93,4.290
May-93,4.120
Jun-93,3.360
Jul-93,1.288
Aug-93,1.460
Sep-93,1.015
Oct-93,0.737
Nov-93,0.317
Dec-93,0.225
Jan-94,0.180
Feb-94,0.270
Mar-94,0.020
Apr-94,0.340
May-94,4.210
Jun-94,2.778
Jul-94,3.790
Aug-94,3.624
Sep-94,4.183
Oct-94,4.117
Nov-94,4.375
Dec-94,4.300
Jan-95,4.148
Feb-95,3.808
Mar-95,3.925
Apr-95,3.655
May-95,3.940
Jun-95,2.375
Jul-95,2.260
Aug-95,2.613
Sep-95,2.405
Oct-95,2.287
Nov-95,3.010
Dec-95,2.730
Jan-96,2.935
Feb-96,3.447
Mar-96,4.395
Apr-96,3.408
May-96,3.500
Jun-96,3.370
Jul-96,2.740
Aug-96,2.137
Sep-96,1.707
Oct-96,2.567
Nov-96,2.790
Dec-96,3.168
Jan-97,3.063
Feb-97,3.485
Mar-97,3.530
Apr-97,3.750
May-97,3.770
Jun-97,3.830
Jul-97,2.640
Aug-97,3.615
Sep-97,3.185
Oct-97,3.320
Nov-97,4.190
Dec-97,4.773
Jan-98,3.745
Feb-98,3.813
Mar-98,3.820
Apr-98,3.710
May-98,3.350
Jun-98,2.750
Jul-98,2.690
Aug-98,2.357
Sep-98,2.405
Oct-98,2.287
Nov-98,3.010
Dec-98,2.730
Jan-99,3.735
Feb-99,3.858
Mar-99,4.784
Apr-99,4.723
May-99,4.413
Jun-99,3.890
Jul-99,3.200
Aug-99,2.760
Sep-99,3.173
Oct-99,3.690
Nov-99,4.190
Dec-99,4.773
