Year,Water_level
10/1/1989,2.89
11/1/1989,3.14
12/1/1989,3.25
1/1/1990,3.298
2/1/1990,3.615
3/1/1990,3.753
4/1/1990,3.765
5/1/1990,3.45
6/1/1990,3.093
7/1/1990,2.95
8/1/1990,2.98
9/1/1990,2.87
10/1/1990,3.02
11/1/1990,3.14
12/1/1990,3.25
1/1/1991,3.36
2/1/1991,3.463
3/1/1991,3.553
4/1/1991,3.112
5/1/1991,3.027
6/1/1991,2.843
7/1/1991,2.682
8/1/1991,2.945
9/1/1991,2.8
10/1/1991,2.855
11/1/1991,2.2
12/1/1991,3.32
1/1/1992,3.13
2/1/1992,3.615
3/1/1992,3.42
4/1/1992,3.477
5/1/1992,3.34
6/1/1992,3.25
7/1/1992,2.95
8/1/1992,3.21
9/1/1992,2.87
10/1/1992,3.265
11/1/1992,3.415
12/1/1992,3.25
1/1/1993,3.3
2/1/1993,3.4
3/1/1993,3.37
4/1/1993,3.765
5/1/1993,3.388
6/1/1993,3.483
7/1/1993,2.59
8/1/1993,2.57
9/1/1993,2.815
10/1/1993,2.995
11/1/1993,3.08
12/1/1993,3.25
1/1/1994,3.452
2/1/1994,3.807
3/1/1994,3.515
4/1/1994,3.495
5/1/1994,3.41
6/1/1994,3.365
7/1/1994,3.253
8/1/1994,3.017
9/1/1994,2.79
10/1/1994,3.633
11/1/1994,3.14
12/1/1994,3.25
1/1/1995,3.49
2/1/1995,3.803
3/1/1995,3.8
4/1/1995,3.735
5/1/1995,3.883
6/1/1995,4.013
7/1/1995,3.753
8/1/1995,3.53
9/1/1995,3.64
10/1/1995,3.428
11/1/1995,3.66
12/1/1995,3.72
1/1/1996,3.523
2/1/1996,3.657
3/1/1996,1.83
4/1/1996,3.336
5/1/1996,3.353
6/1/1996,3.093
7/1/1996,3.16
8/1/1996,3.19
9/1/1996,3.24
10/1/1996,3.173
11/1/1996,3.14
12/1/1996,3.445
1/1/1997,3.468
2/1/1997,3.615
3/1/1997,3.703
4/1/1997,3.685
5/1/1997,3.45
6/1/1997,3.5
7/1/1997,3.47
8/1/1997,2.98
9/1/1997,3.335
10/1/1997,3.213
11/1/1997,3.333
12/1/1997,3.25
1/1/1998,3.672
2/1/1998,3.745
3/1/1998,3.83
4/1/1998,3.765
5/1/1998,3.45
6/1/1998,3.42
7/1/1998,3.323
8/1/1998,3.163
9/1/1998,3.35
10/1/1998,3.15
11/1/1998,3.73
12/1/1998,3.21
1/1/1999,3.213
2/1/1999,3.375
3/1/1999,3.608
4/1/1999,4.415
5/1/1999,4.08
6/1/1999,4.043
7/1/1999,4.08
8/1/1999,3.53
9/1/1999,3.6
10/1/1999,3.73
11/1/1999,3.98
12/1/1999,4.01
1/1/2000,4.36
2/1/2000,4.34
3/1/2000,4.42
4/1/2000,4.27
5/1/2000,4.083
6/1/2000,3.793
7/1/2000,3.6
8/1/2000,4.075
9/1/2000,3.96
10/1/2000,4.07
11/1/2000,4.18
12/1/2000,4.297
1/1/2001,4.2
2/1/2001,4.38
3/1/2001,4.42
4/1/2001,4.173
5/1/2001,4.137
6/1/2001,3.817
7/1/2001,3.753
8/1/2001,3.78
9/1/2001,3.6
10/1/2001,3.427
11/1/2001,3.525
12/1/2001,3.4
1/1/2002,3.38
2/1/2002,3.968
3/1/2002,4.415
4/1/2002,4.395
5/1/2002,4.36
6/1/2002,4.013
7/1/2002,3.753
8/1/2002,3.53
9/1/2002,3.6
10/1/2002,3.887
11/1/2002,3.98
12/1/2002,4.02
1/1/2003,4.058
2/1/2003,4.01
3/1/2003,4.08
4/1/2003,4.105
5/1/2003,4.143
6/1/2003,4.013
7/1/2003,3.95
8/1/2003,3.803
9/1/2003,3.86
10/1/2003,3.915
11/1/2003,3.98
12/1/2003,4.02
1/1/2004,4.205
2/1/2004,4.338
3/1/2004,4.478
4/1/2004,4.525
5/1/2004,4.3
6/1/2004,4.18
7/1/2004,3.733
8/1/2004,3.623
9/1/2004,3.67
10/1/2004,3.64
11/1/2004,3.61
12/1/2004,4.02
1/1/2005,4.205
2/1/2005,4.323
3/1/2005,4.525
4/1/2005,4.65
5/1/2005,5.125
6/1/2005,4.11
7/1/2005,4.26
8/1/2005,4.075
9/1/2005,4.075
10/1/2005,4.07
11/1/2005,4.18
12/1/2005,4.297
1/1/2006,4.343
2/1/2006,4.493
3/1/2006,4.967
4/1/2006,5.175
5/1/2006,4.8
6/1/2006,4.11
7/1/2006,4.187
8/1/2006,4.075
9/1/2006,4.075
10/1/2006,4.07
11/1/2006,4.18
12/1/2006,4.297
1/1/2007,4.93
2/1/2007,4.5
3/1/2007,5.125
4/1/2007,5.3
5/1/2007,5.125
6/1/2007,4.11
7/1/2007,4.26
8/1/2007,4.075
9/1/2007,4.675
10/1/2007,4.41
11/1/2007,4.145
12/1/2007,4.17
1/1/2008,4.223
2/1/2008,4.625
3/1/2008,4.795
4/1/2008,4.95
5/1/2008,5.33
6/1/2008,4.45
7/1/2008,3.675
8/1/2008,3.35
9/1/2008,4.075
10/1/2008,4.35
11/1/2008,4.475
12/1/2008,4.59
1/1/2009,4.567
2/1/2009,4.648
3/1/2009,5.17
4/1/2009,6.033
5/1/2009,5.227
6/1/2009,5.01
7/1/2009,5.55
8/1/2009,4.45
9/1/2009,4.075
10/1/2009,5.817
11/1/2009,6.1
12/1/2009,4.297
1/1/2010,5.167
2/1/2010,5.217
3/1/2010,5.227
4/1/2010,5.28
5/1/2010,5.273
6/1/2010,4.503
7/1/2010,4.373
8/1/2010,4.503
9/1/2010,4.435
10/1/2010,4.39
11/1/2010,4.36
12/1/2010,4.297
