Year,Water_level
Dec-00,4.033
Jan-01,4.400
Feb-01,4.665
Mar-01,4.795
Apr-01,4.956
May-01,4.478
Jun-01,3.278
Jul-01,2.942
Aug-01,2.873
Sep-01,2.602
Oct-01,2.940
Nov-01,3.260
Dec-01,4.103
Jan-02,4.360
Feb-02,4.643
Mar-02,4.920
Apr-02,5.033
May-02,4.153
Jun-02,3.567
Jul-02,2.812
Aug-02,2.523
Sep-02,3.183
Oct-02,3.533
Nov-02,3.838
Dec-02,4.176
Jan-03,4.553
Feb-03,4.843
Mar-03,5.050
Apr-03,4.960
May-03,4.658
Jun-03,3.530
Jul-03,2.963
Aug-03,2.997
Sep-03,3.181
Oct-03,3.280
Nov-03,3.718
Dec-03,4.218
Jan-04,4.540
Feb-04,4.833
Mar-04,5.115
Apr-04,4.165
May-04,3.772
Jun-04,3.453
Jul-04,2.178
Aug-04,2.652
Sep-04,2.483
Oct-04,2.973
Nov-04,3.593
Dec-04,4.148
Jan-05,4.516
Feb-05,4.803
Mar-05,4.808
Apr-05,4.553
May-05,4.182
Jun-05,3.660
Jul-05,2.930
Aug-05,2.763
Sep-05,3.210
Oct-05,3.146
Nov-05,3.768
Dec-05,4.230
Jan-06,4.598
Feb-06,4.767
Mar-06,5.125
Apr-06,5.090
May-06,4.828
Jun-06,4.057
Jul-06,3.066
Aug-06,3.425
Sep-06,3.555
Oct-06,3.635
Nov-06,3.703
Dec-06,4.800
Jan-07,4.984
Feb-07,5.180
Mar-07,5.403
Apr-07,5.198
May-07,4.570
Jun-07,3.470
Jul-07,3.172
Aug-07,3.160
Sep-07,2.340
Oct-07,3.164
Nov-07,3.645
Dec-07,4.056
Jan-08,4.445
Feb-08,4.695
Mar-08,4.883
Apr-08,4.843
May-08,4.853
Jun-08,4.286
Jul-08,3.348
Aug-08,2.900
Sep-08,2.634
Oct-08,3.190
Nov-08,3.690
Dec-08,4.200
Jan-09,4.720
Feb-09,4.940
Mar-09,5.100
Apr-09,5.260
May-09,4.947
Jun-09,4.373
Jul-09,3.968
Aug-09,3.290
Sep-09,3.558
Oct-09,3.630
Nov-09,4.250
Dec-09,4.613
Jan-10,4.925
Feb-10,5.160
Mar-10,5.343
Apr-10,4.403
May-10,3.674
Jun-10,2.495
Jul-10,2.798
Aug-10,2.476
Sep-10,2.195
Oct-10,2.870
Nov-10,3.638
Dec-10,4.130
Jan-11,4.518
Feb-11,4.893
Mar-11,5.060
Apr-11,5.005
May-11,5.030
Jun-11,4.020
Jul-11,3.148
Aug-11,3.128
Sep-11,3.313
Oct-11,3.653
Nov-11,4.270
Dec-11,4.543
