Year,Water_level
Jan-80,2.280
Feb-80,2.420
Mar-80,2.190
Apr-80,2.213
May-80,1.500
Jun-80,1.138
Jul-80,1.335
Aug-80,1.440
Sep-80,1.555
Oct-80,1.370
Nov-80,1.770
Dec-80,2.050
Jan-81,2.150
Feb-81,2.237
Mar-81,2.335
Apr-81,1.888
May-81,1.640
Jun-81,1.540
Jul-81,1.440
Aug-81,1.435
Sep-81,1.337
Oct-81,1.715
Nov-81,2.013
Dec-81,2.315
Jan-82,2.325
Feb-82,2.430
Mar-82,2.560
Apr-82,1.750
May-82,1.470
Jun-82,1.423
Jul-82,0.935
Aug-82,1.033
Sep-82,1.635
Oct-82,1.780
Nov-82,1.940
Dec-82,2.120
Jan-83,2.232
Feb-83,2.368
Mar-83,2.150
Apr-83,1.865
May-83,1.322
Jun-83,1.410
Jul-83,0.923
Aug-83,0.587
Sep-83,0.908
Oct-83,1.527
Nov-83,1.880
Dec-83,2.080
Jan-84,2.516
Feb-84,2.350
Mar-84,2.455
Apr-84,2.638
May-84,1.093
Jun-84,1.330
Jul-84,1.477
Aug-84,1.525
Sep-84,1.405
Oct-84,1.617
Nov-84,1.963
Dec-84,1.540
Jan-85,2.545
Feb-85,2.730
Mar-85,2.427
Apr-85,1.680
May-85,1.747
Jun-85,0.923
Jul-85,0.690
Aug-85,1.177
Sep-85,0.638
Oct-85,1.057
Nov-85,1.450
Dec-85,2.080
Jan-86,4.355
Feb-86,4.490
Mar-86,4.673
Apr-86,4.428
May-86,4.078
Jun-86,4.088
Jul-86,3.553
Aug-86,3.318
Sep-86,3.183
Oct-86,2.763
Nov-86,3.460
Dec-86,3.838
Jan-87,4.108
Feb-87,4.300
Mar-87,4.407
Apr-87,3.895
May-87,3.553
Jun-87,3.058
Jul-87,2.853
Aug-87,2.778
Sep-87,3.210
Oct-87,3.280
Nov-87,3.730
Dec-87,3.995
Jan-88,4.215
Feb-88,4.444
Mar-88,4.425
Apr-88,4.965
May-88,3.334
Jun-88,2.735
Jul-88,2.377
Aug-88,3.583
Sep-88,3.720
Oct-88,3.577
Nov-88,3.308
Dec-88,3.090
Jan-89,3.095
Feb-89,3.065
Mar-89,3.050
Apr-89,3.035
May-89,3.015
Jun-89,3.223
Jul-89,2.473
Aug-89,3.120
Sep-89,3.130
Oct-89,3.120
Nov-89,3.653
Dec-89,4.010
Jan-90,3.085
Feb-90,3.045
Mar-90,3.015
Apr-90,4.215
May-90,3.623
Jun-90,3.223
Jul-90,2.473
Aug-90,3.115
Sep-90,3.040
Oct-90,3.163
Nov-90,3.653
Dec-90,4.010
Jan-91,3.050
Feb-91,4.363
Mar-91,3.030
