Year,Water_level
Jan-76,3.228
Feb-76,3.390
Mar-76,3.290
Apr-76,3.500
May-76,1.227
Jun-76,0.957
Jul-76,1.083
Aug-76,0.923
Sep-76,1.670
Oct-76,2.398
Nov-76,3.063
Dec-76,3.193
Jan-77,3.228
Feb-77,3.390
Mar-77,3.290
Apr-77,3.500
May-77,2.315
Jun-77,1.790
Jul-77,1.493
Aug-77,2.018
Sep-77,2.190
Oct-77,2.198
Nov-77,2.823
Dec-77,2.605
Jan-78,3.248
Feb-78,3.370
Mar-78,3.617
Apr-78,3.780
May-78,3.567
Jun-78,2.588
Jul-78,1.843
Aug-78,1.690
Sep-78,1.860
Oct-78,1.980
Nov-78,3.030
Dec-78,3.155
Jan-79,3.602
Feb-79,3.910
Mar-79,3.468
Apr-79,3.803
May-79,3.620
Jun-79,3.090
Jul-79,2.348
Aug-79,2.010
Sep-79,1.888
Oct-79,1.757
Nov-79,1.815
Dec-79,1.817
Jan-80,2.823
Feb-80,3.620
Mar-80,3.813
Apr-80,3.435
May-80,3.140
Jun-80,2.828
Jul-80,2.707
Aug-80,2.028
Sep-80,1.853
Oct-80,1.920
Nov-80,2.380
Dec-80,3.025
Jan-81,3.113
Feb-81,3.217
Mar-81,3.426
Apr-81,3.400
May-81,2.845
Jun-81,2.278
Jul-81,2.097
Aug-81,2.010
Sep-81,2.895
Oct-81,3.270
Nov-81,2.900
Dec-81,2.593
Jan-82,2.823
Feb-82,3.620
Mar-82,4.057
Apr-82,3.435
May-82,3.140
Jun-82,2.828
Jul-82,2.707
Aug-82,1.375
Sep-82,1.560
Oct-82,1.850
Nov-82,2.380
Dec-82,3.025
Jan-83,3.118
Feb-83,3.443
Mar-83,3.398
Apr-83,2.940
May-83,2.790
Jun-83,2.350
Jul-83,1.670
Aug-83,1.460
Sep-83,1.560
Oct-83,1.620
Nov-83,2.318
Dec-83,2.747
Jan-84,3.260
Feb-84,3.443
Mar-84,3.540
Apr-84,3.468
May-84,2.378
Jun-84,1.930
Jul-84,1.778
Aug-84,1.835
Sep-84,1.528
Oct-84,2.357
Nov-84,2.000
Dec-84,2.740
Jan-85,3.260
Feb-85,3.443
Mar-85,3.533
Apr-85,3.767
May-85,2.753
Jun-85,2.847
Jul-85,1.910
Aug-85,1.493
Sep-85,1.663
Oct-85,2.357
Nov-85,2.900
Dec-85,3.063
Jan-86,3.055
Feb-86,3.513
Mar-86,3.716
Apr-86,4.175
May-86,3.467
Jun-86,2.963
Jul-86,2.295
Aug-86,1.883
Sep-86,1.845
Oct-86,1.637
Nov-86,2.018
Dec-86,2.705
Jan-87,3.118
Feb-87,3.243
Mar-87,3.378
Apr-87,3.230
May-87,2.905
Jun-87,2.350
Jul-87,1.670
Aug-87,1.460
Sep-87,1.560
Oct-87,1.620
Nov-87,2.318
Dec-87,2.747
Jan-88,3.030
Feb-88,3.153
Mar-88,3.325
Apr-88,3.455
May-88,2.886
Jun-88,2.080
Jul-88,1.705
Aug-88,1.360
Sep-88,1.293
Oct-88,1.780
Nov-88,2.673
Dec-88,2.930
Jan-89,3.110
Feb-89,3.260
Mar-89,3.378
Apr-89,3.230
May-89,2.905
Jun-89,2.345
Jul-89,1.924
Aug-89,1.213
Sep-89,1.377
Oct-89,1.440
Nov-89,2.175
Dec-89,3.320
Jan-90,3.438
Feb-90,3.515
Mar-90,3.280
Apr-90,3.038
May-90,2.773
Jun-90,2.600
Jul-90,1.493
Aug-90,2.018
Sep-90,2.190
Oct-90,2.198
Nov-90,2.823
Dec-90,2.605
Jan-91,3.354
Feb-91,3.443
Mar-91,3.533
Apr-91,3.767
May-91,2.753
Jun-91,2.847
Jul-91,1.910
Aug-91,1.493
Sep-91,1.663
Oct-91,2.357
Nov-91,2.900
Dec-91,3.063
Jan-92,1.400
Feb-92,1.963
Mar-92,3.462
Apr-92,3.075
May-92,2.780
Jun-92,2.458
Jul-92,2.273
Aug-92,2.335
Sep-92,2.025
Oct-92,1.935
Nov-92,2.990
Dec-92,3.055
Jan-93,3.118
Feb-93,3.425
Mar-93,3.350
Apr-93,3.055
May-93,2.578
Jun-93,1.878
Jul-93,1.205
Aug-93,1.860
Sep-93,2.085
Oct-93,1.660
Nov-93,2.496
Dec-93,2.715
Jan-94,1.474
Feb-94,2.423
Mar-94,3.375
Apr-94,3.075
May-94,2.744
Jun-94,2.423
Jul-94,2.363
Aug-94,2.335
Sep-94,2.025
Oct-94,2.260
Nov-94,3.070
Dec-94,3.055
Jan-95,3.057
Feb-95,3.415
Mar-95,3.453
Apr-95,3.520
May-95,3.570
Jun-95,3.843
Jul-95,4.357
Aug-95,5.243
Sep-95,3.465
Oct-95,2.797
Nov-95,3.063
Dec-95,2.585
Jan-96,2.162
Feb-96,1.813
Mar-96,3.288
Apr-96,2.940
May-96,4.030
Jun-96,4.343
Jul-96,5.042
Aug-96,4.490
Sep-96,4.615
Oct-96,3.517
Nov-96,2.990
Dec-96,3.055
Jan-97,4.757
Feb-97,4.365
Mar-97,4.316
Apr-97,4.473
May-97,3.767
Jun-97,3.610
Jul-97,2.997
Aug-97,2.913
Sep-97,2.803
Oct-97,1.637
Nov-97,2.018
Dec-97,3.200
Jan-98,3.720
Feb-98,2.780
Mar-98,4.440
Apr-98,3.590
May-98,4.328
Jun-98,3.880
Jul-98,2.707
Aug-98,2.028
Sep-98,1.853
Oct-98,1.920
Nov-98,2.380
Dec-98,3.025
